,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
13,5994,Shiba Inu,SHIB,shiba-inu,496,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589542778351687.0,589608127579129.9,,14,,,,2023-03-29T20:54:00.000Z,1.0692108166447802e-05,201680387.19749615,33.8441,0.05214575,2.50661548,1.27632393,-13.78710179,-9.02864615,31.68839057,6303455154.884399,0.5319,6304153875.89,,2023-03-29T20:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-29 20:56:32.161736
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91052019467.94202,91052053111.3575,,15,71659659264.0,4615103702.508524,,2023-03-29T20:54:00.000Z,0.06440309303601496,234163349.89655635,5.9927,-0.07822683,0.53352572,8.72553861,-6.5752545,2.65439679,20.54396604,5864031680.910915,0.4947,5864033847.65,,2023-03-29T20:54:00.000Z,,,,,,2023-03-29 20:56:32.161736
0,1,Bitcoin,BTC,bitcoin,10128,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19331687.0,19331687.0,,1,,,,2023-03-29T20:55:00.000Z,28404.493240138767,20385353228.44817,13.7964,-0.09233899,4.09972391,3.74464749,21.95339121,23.54280289,71.07761709,549106772711.97845,46.3272,596494358042.91,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
1,1027,Ethereum,ETH,ethereum,6661,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-29T20:55:00.000Z,1804.1158624315015,8972145621.69943,6.3008,-0.34414817,1.66791458,3.84137882,11.28276954,14.9094718,50.72768229,220776633190.60345,18.6268,220776633190.6,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
2,825,Tether,USDT,tether,50346,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79520894633.2258,83091735571.92152,,3,,,,2023-03-29T20:55:00.000Z,1.0000899112590214,31736414121.342457,14.4003,0.00545523,-0.004424,-0.26301856,0.00123003,-0.01064032,0.03761088,79528044456.98077,6.7111,83099206454.48,,2023-03-29T20:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-29 20:57:20.576071
3,1839,BNB,BNB,bnb,1237,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157888921.26062045,159979963.59042934,,4,,,,2023-03-29T20:55:00.000Z,315.9363298728645,468867501.97353244,-7.877,-0.11959144,0.77034869,-2.30415808,4.20646091,3.47383732,28.56324849,49882846310.666115,4.2086,50543482549.95,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
4,3408,USD Coin,USDC,usd-coin,11220,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33266325034.883293,33266325034.883293,,5,,,,2023-03-29T20:55:00.000Z,0.9998552541384956,4168660952.1989956,-2.3858,0.00277178,-0.00498784,0.0227669,-0.0162954,0.00422424,-0.02027823,33261509872.007034,2.8068,33261509872.01,,2023-03-29T20:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-29 20:57:20.576071
5,52,XRP,XRP,xrp,920,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51678187732.0,99989057196.0,,6,,,,2023-03-29T20:55:00.000Z,0.5524945993496506,4216269267.451687,37.2709,0.10697323,5.48543309,29.78710155,46.01465103,35.48468934,62.08325462,28551919626.10737,2.4089,55249459934.97,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
6,2010,Cardano,ADA,cardano,749,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34735304698.098,35626240479.45,,7,,,,2023-03-29T20:55:00.000Z,0.3855419494468999,499481129.58796453,75.4419,-0.17498266,6.8694112,6.58185996,6.89020096,1.1579788,58.94691138,13391917087.936764,1.1301,17349387725.11,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
7,3890,Polygon,MATIC,polygon,636,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9080469069.28493,10000000000.0,,8,,,,2023-03-29T20:55:00.000Z,1.1266090327553253,372575171.7868741,5.4809,0.14033056,3.34279411,0.64107398,-7.75629856,-0.55790638,45.48268293,10230138475.111744,0.8631,11266090327.55,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
8,74,Dogecoin,DOGE,dogecoin,669,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-29T20:55:00.000Z,0.07589073180721614,411579362.24352485,47.8595,-0.14109912,2.96676444,3.06811786,-5.82827162,-13.36639711,8.24928817,10068481392.14165,0.8496,10068481392.14,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
9,5426,Solana,SOL,solana,449,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,384651688.9070119,539312704.8875339,,10,,,,2023-03-29T20:55:00.000Z,21.20259986972737,375696193.335584,8.0288,0.09228064,3.32155177,-2.31974948,-5.74032133,-11.34976727,156.80327471,8155615849.110224,0.6881,11434831486.39,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
10,4687,Binance USD,BUSD,binance-usd,6487,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,7664673836.253376,7664673836.253376,,11,,,,2023-03-29T20:55:00.000Z,0.9999137657311666,3616242235.559185,5.0606,-0.02730042,-0.00459662,-0.01851056,-0.04954811,-0.02472595,-0.01615485,7664012878.709261,0.6466,7664012878.71,,2023-03-29T20:55:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-29 20:57:20.576071
11,6636,Polkadot,DOT,polkadot-new,488,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1171192618.9056249,1297616289.2108047,,12,904869778.0,5603774248.519218,,2023-03-29T20:55:00.000Z,6.192906852193729,161331800.9830481,19.0536,-0.16293491,2.14465436,2.19944841,-5.20648154,-2.87978749,45.1343259,7253086794.859363,0.6121,8036016808.97,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
12,2,Litecoin,LTC,litecoin,896,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72589639.32197544,84000000.0,,13,,,,2023-03-29T20:55:00.000Z,92.08402735829357,551421822.1265692,-1.1072,-0.43055803,4.13646184,7.72196973,-1.42335081,4.60543679,38.77850879,6684346333.2534485,0.5641,7735058298.1,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
13,5994,Shiba Inu,SHIB,shiba-inu,496,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589542778351687.0,589608127579129.9,,14,,,,2023-03-29T20:55:00.000Z,1.0694777613039494e-05,201621363.97443157,33.7075,0.02813843,2.4999349,1.24593142,-13.78477428,-8.96936427,31.54151058,6305028907.844727,0.5321,6305727803.3,,2023-03-29T20:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-29 20:57:20.576071
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91052019467.94202,91052053111.3575,,15,71659659264.0,4613755575.369825,,2023-03-29T20:55:00.000Z,0.06438428012017718,234128124.62521386,5.923,-0.14587989,0.45964275,8.599691,-6.64203156,2.67858736,20.44060528,5862318726.931805,0.4946,5862320893.04,,2023-03-29T20:55:00.000Z,,,,,,2023-03-29 20:57:20.576071
0,1,Bitcoin,BTC,bitcoin,10128,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19331687.0,19331687.0,,1,,,,2023-03-29T20:56:00.000Z,28409.89897564135,20396389619.376007,13.8558,-0.03686011,4.09461092,3.72992515,21.94580151,23.57357905,71.1204877,549211274698.7192,46.336,596607878488.47,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
1,1027,Ethereum,ETH,ethereum,6661,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-29T20:56:00.000Z,1804.4773816902127,8972852307.926205,6.3084,-0.29071378,1.66668192,3.81842431,11.2842035,14.93995021,50.77349267,220820873700.00412,18.6306,220820873700.0,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
2,825,Tether,USDT,tether,50346,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79520894633.2258,83091735571.92152,,3,,,,2023-03-29T20:56:00.000Z,1.0001478507171073,31741045956.84056,14.4204,0.00310555,0.00028982,-0.23322036,0.00645052,-0.00442012,0.0404239,79532651854.52234,6.7115,83104020744.61,,2023-03-29T20:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-29 20:58:25.936121
3,1839,BNB,BNB,bnb,1237,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157888921.26062045,159979963.59042934,,4,,,,2023-03-29T20:56:00.000Z,315.88324549293424,468901187.5253735,-7.8717,-0.13371953,0.7528573,-2.31316043,4.15250735,3.47781212,28.56687194,49874464875.18313,4.2079,50534990112.79,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
4,3408,USD Coin,USDC,usd-coin,11220,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33266325034.883293,33266325034.883293,,5,,,,2023-03-29T20:56:00.000Z,0.9998820435483253,4167925767.511438,-2.4078,0.0087525,0.00084317,0.04563247,-0.01405392,0.00173255,-0.0127062,33262401057.221924,2.8069,33262401057.22,,2023-03-29T20:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-29 20:58:25.936121
5,52,XRP,XRP,xrp,920,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51678187732.0,99989057196.0,,6,,,,2023-03-29T20:56:00.000Z,0.5525147452710132,4216494802.867494,37.2702,0.11253536,5.49416297,29.82366359,46.01712376,35.50639842,62.11020451,28552960730.81358,2.409,55251474527.1,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
6,2010,Cardano,ADA,cardano,749,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34735304698.098,35626240479.45,,7,,,,2023-03-29T20:56:00.000Z,0.3855171445964812,499518841.7676846,75.4358,-0.19378725,6.85538635,6.56974972,6.88233954,1.16636114,58.97571165,13391055483.899479,1.13,17348271506.84,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
7,3890,Polygon,MATIC,polygon,636,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9080469069.28493,10000000000.0,,8,,,,2023-03-29T20:56:00.000Z,1.126450658302411,372686886.29790765,5.5234,0.11933371,3.32545599,0.63425242,-7.79268217,-0.55205092,45.46643982,10228700360.79069,0.863,11264506583.02,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
8,74,Dogecoin,DOGE,dogecoin,669,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,9,,,,2023-03-29T20:56:00.000Z,0.07588441015502853,411698519.8095812,47.9019,-0.14780988,2.95863439,3.05524456,-5.85980078,-13.37759823,8.25074375,10067642693.71428,0.8496,10067642693.71,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
9,5426,Solana,SOL,solana,449,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,384651688.9070119,539312704.8875339,,10,,,,2023-03-29T20:56:00.000Z,21.199206591175887,375789102.19776976,8.0544,0.07888863,3.30937227,-2.31903543,-5.7783249,-11.34792397,156.82000239,8154310618.784464,0.688,11433001448.16,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
10,4687,Binance USD,BUSD,binance-usd,6487,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,7664673836.253376,7664673836.253376,,11,,,,2023-03-29T20:56:00.000Z,0.9997954321326815,3616234906.8400774,5.0522,-0.03707198,-0.01064469,0.01244402,-0.06789956,-0.01282015,-0.0289715,7663105890.273002,0.6465,7663105890.27,,2023-03-29T20:56:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-03-29 20:58:25.936121
11,6636,Polkadot,DOT,polkadot-new,488,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1171192618.9056249,1297616289.2108047,,12,904869778.0,5603544704.2520485,,2023-03-29T20:56:00.000Z,6.192653175617551,161382150.80107346,19.093,-0.18936232,2.13973867,2.18450794,-5.23455862,-2.87262306,45.19483208,7252789690.725754,0.612,8035687634.11,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
12,2,Litecoin,LTC,litecoin,896,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72589639.32197544,84000000.0,,13,,,,2023-03-29T20:56:00.000Z,92.08808029855717,551644877.8899657,-1.0685,-0.41868493,4.14195804,7.66750165,-1.42825036,4.61721699,38.78342049,6684640534.725378,0.5641,7735398745.08,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
13,5994,Shiba Inu,SHIB,shiba-inu,496,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589542778351687.0,589608127579129.9,,14,,,,2023-03-29T20:56:00.000Z,1.0695006038672961e-05,201675028.41890055,33.743,0.02248139,2.50773435,1.24760936,-13.80474426,-8.96350039,31.61487299,6305163574.527328,0.5321,6305862484.91,,2023-03-29T20:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-03-29 20:58:25.936121
14,1958,TRON,TRX,tron,745,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,91052019467.94202,91052053111.3575,,15,71659659264.0,4613122276.842592,,2023-03-29T20:56:00.000Z,0.06437544253242226,234100016.1370922,5.9036,-0.15362694,0.43638305,8.57385437,-6.66774454,2.67583366,20.44799914,5861514046.719495,0.4945,5861516212.53,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:25.936121
0,1,Bitcoin,BTC,bitcoin,10128,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19331687.0,19331687.0,,1,,,,2023-03-29T20:56:00.000Z,28409.89897564135,20396389619.376007,13.8558,-0.03686011,4.09461092,3.72992515,21.94580151,23.57357905,71.1204877,549211274698.7192,46.336,596607878488.47,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:31.793108
1,1027,Ethereum,ETH,ethereum,6661,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2023-03-29T20:56:00.000Z,1804.4773816902127,8972852307.926205,6.3084,-0.29071378,1.66668192,3.81842431,11.2842035,14.93995021,50.77349267,220820873700.00412,18.6306,220820873700.0,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:31.793108
2,825,Tether,USDT,tether,50346,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,79520894633.2258,83091735571.92152,,3,,,,2023-03-29T20:56:00.000Z,1.0001478507171073,31741045956.84056,14.4204,0.00310555,0.00028982,-0.23322036,0.00645052,-0.00442012,0.0404239,79532651854.52234,6.7115,83104020744.61,,2023-03-29T20:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-03-29 20:58:31.793108
3,1839,BNB,BNB,bnb,1237,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",,157888921.26062045,159979963.59042934,,4,,,,2023-03-29T20:56:00.000Z,315.88324549293424,468901187.5253735,-7.8717,-0.13371953,0.7528573,-2.31316043,4.15250735,3.47781212,28.56687194,49874464875.18313,4.2079,50534990112.79,,2023-03-29T20:56:00.000Z,,,,,,2023-03-29 20:58:31.793108
4,3408,USD Coin,USDC,usd-coin,11220,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33266325034.883293,33266325034.883293,,5,,,,2023-03-29T20:56:00.000Z,0.9998820435483253,4167925767.511438,-2.4078,0.0087525,0.00084317,0.04563247,-0.01405392,0.00173255,-0.0127062,33262401057.221924,2.8069,33262401057.22,,2023-03-29T20:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-03-29 20:58:31.793108
